"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"4974","10","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE0) | locked_epoch5(NODE0) | locked_epoch6(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","-00------------0-----00-0-0-0-----00--------","11","574","4","0201050220","0201050220","e0h0l0t0","-00-----------","-0","-----00-0-0-0-","----00--------","0","2","0","1","0","5","0","2","2","0"
"4975","10","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","13","-0-------0-----0----0---00--------00--00----","11","573","3","0201030420","0201030420","e0h0l0t0","-0-------0----","-0","----0---00----","----00--00----","0","2","0","1","0","3","0","4","2","0"
"4976","4","exists NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE0) | locked_epoch4(NODE0) | transfer_epoch2(NODE0)","6","--00-----00---00--------00--------00--------","5","55","6","e0h0l0t0","0402020201","e0h0l0t0","--00-----00---","00","--------00----","----00--------","0","4","0","2","0","2","0","2","0","1"
"4977","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0000---0----00-------0----------00--------","11","609","14","0502010220","0502010220","e0h0l0t0","--0000---0----","00","-------0------","----00--------","0","5","0","2","0","1","0","2","2","0"
"4978","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | locked_epoch3(NODE0) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--000----0----00-------0--0-------00--------","11","602","28","0402020220","0402020220","e0h0l0t0","--000----0----","00","-------0--0---","----00--------","0","4","0","2","0","2","0","2","2","0"
"4979","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--00-----0-0--00-------00---------00--------","11","602","28","0402020220","0402020220","e0h0l0t0","--00-----0-0--","00","-------00-----","----00--------","0","4","0","2","0","2","0","2","2","0"
"4980","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | ep_epoch5(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--00-0---0----00-------00---------00--------","11","602","28","0402020220","0402020220","e0h0l0t0","--00-0---0----","00","-------00-----","----00--------","0","4","0","2","0","2","0","2","2","0"
"4981","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--00-----0----00-------000--------00--------","11","591","16","0302030220","0302030220","e0h0l0t0","--00-----0----","00","-------000----","----00--------","0","3","0","2","0","3","0","2","2","0"
"4982","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | locked_epoch5(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--00-----0----00-------00-0-------00--------","11","591","16","0302030220","0302030220","e0h0l0t0","--00-----0----","00","-------00-0---","----00--------","0","3","0","2","0","3","0","2","2","0"
"4983","4","exists NODE0. ep_epoch2(NODE0) | held(NODE0) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch4(NODE0)","6","--0------0----00--------00--------00--00----","5","50","4","e0h0l0t0","0202020401","e0h0l0t0","--0------0----","00","--------00----","----00--00----","0","2","0","2","0","2","0","4","0","1"
"4984","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE0) | ep_epoch4(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","13","--000---------00-----0------------00------00","11","590","5","0302010420","0302010420","e0h0l0t0","--000---------","00","-----0--------","----00------00","0","3","0","2","0","1","0","4","2","0"
"4985","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","13","--00----------00-----0--0---------00------00","11","577","8","0202020420","0202020420","e0h0l0t0","--00----------","00","-----0--0-----","----00------00","0","2","0","2","0","2","0","4","2","0"
"4986","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE0) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-0-----00--00-----00-----------00--------","11","602","28","0402020220","0402020220","e0h0l0t0","--0-0-----00--","00","-----00-------","----00--------","0","4","0","2","0","2","0","2","2","0"
"4987","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-0-----0---00-----00--0--------00--------","11","591","16","0302030220","0302030220","e0h0l0t0","--0-0-----0---","00","-----00--0----","----00--------","0","3","0","2","0","3","0","2","2","0"
"4988","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-------000-00-----00-----------00--------","11","602","28","0402020220","0402020220","e0h0l0t0","--0-------000-","00","-----00-------","----00--------","0","4","0","2","0","2","0","2","2","0"
"4989","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-------00--00-----00----0------00--------","11","591","16","0302030220","0302030220","e0h0l0t0","--0-------00--","00","-----00----0--","----00--------","0","3","0","2","0","3","0","2","2","0"
"4990","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch5(NODE0) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0--0----0-0-00-----00-----------00--------","11","602","28","0402020220","0402020220","e0h0l0t0","--0--0----0-0-","00","-----00-------","----00--------","0","4","0","2","0","2","0","2","2","0"
"4991","10","forall NODE1,NODE0,NODE3,NODE2. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch5(NODE2) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch5(NODE3) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | ((NODE0 ~= NODE2 | NODE1 ~= NODE3 | NODE0 = NODE1) & (NODE0 ~= NODE3 | NODE1 ~= NODE2 | NODE0 = NODE1))","20","--0--0----0---00-----00----0------00--------","16","921","1","0302030240","0302030240","e0h0l0t0","--0--0----0---","00","-----00----0--","----00--------","0","3","0","2","0","3","0","2","4","0"
"4992","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-------0-0-00-----00--0--------00--------","11","591","16","0302030220","0302030220","e0h0l0t0","--0-------0-0-","00","-----00--0----","----00--------","0","3","0","2","0","3","0","2","2","0"
"4993","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-------0---00-----00--0-0------00--------","11","578","2","0202040220","0202040220","e0h0l0t0","--0-------0---","00","-----00--0-0--","----00--------","0","2","0","2","0","4","0","2","2","0"
"4994","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch5(NODE0) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","13","--0-------0---00-----00---00------00--------","11","578","2","0202040220","0202040220","e0h0l0t0","--0-------0---","00","-----00---00--","----00--------","0","2","0","2","0","4","0","2","2","0"
"4995","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","13","--0-------0---00-----00-----------00------00","11","577","8","0202020420","0202020420","e0h0l0t0","--0-------0---","00","-----00-------","----00------00","0","2","0","2","0","2","0","4","2","0"
"4996","10","forall NODE1,NODE0. ep_epoch2(NODE0) | ep_epoch4(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","13","--0-0---------00-----00-----------00------00","11","577","8","0202020420","0202020420","e0h0l0t0","--0-0---------","00","-----00-------","----00------00","0","2","0","2","0","2","0","4","2","0"
"4997","10","forall NODE1,NODE0. ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","13","--0-----------00-----00-0---------00------00","11","566","4","0102030420","0102030420","e0h0l0t0","--0-----------","00","-----00-0-----","----00------00","0","1","0","2","0","3","0","4","2","0"
"4998","10","forall NODE1,NODE0. ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","13","--0-----------00-----0--00--------00--00----","11","566","4","0102030420","0102030420","e0h0l0t0","--0-----------","00","-----0--00----","----00--00----","0","1","0","2","0","3","0","4","2","0"
"4999","4","exists NODE0. ep_epoch3(NODE0) | held(NODE0) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch3(NODE0)","6","---0------0---00--------00--------0000------","5","50","4","e0h0l0t0","0202020401","e0h0l0t0","---0------0---","00","--------00----","----0000------","0","2","0","2","0","2","0","4","0","1"
"5000","10","forall NODE1,NODE0. ep_epoch3(NODE0) | ep_epoch4(NODE0) | ep_epoch5(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","13","---000--------00-------0----------0000------","11","590","5","0302010420","0302010420","e0h0l0t0","---000--------","00","-------0------","----0000------","0","3","0","2","0","1","0","4","2","0"
"5001","10","forall NODE1,NODE0. ep_epoch3(NODE0) | ep_epoch4(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch5(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","13","---00---------00-------0--0-------0000------","11","577","8","0202020420","0202020420","e0h0l0t0","---00---------","00","-------0--0---","----0000------","0","2","0","2","0","2","0","4","2","0"
"5002","10","forall NODE1,NODE0. ep_epoch3(NODE0) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","13","---0-------0--00-------00---------0000------","11","577","8","0202020420","0202020420","e0h0l0t0","---0-------0--","00","-------00-----","----0000------","0","2","0","2","0","2","0","4","2","0"
"5003","10","forall NODE1,NODE0. ep_epoch3(NODE0) | ep_epoch5(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","13","---0-0--------00-------00---------0000------","11","577","8","0202020420","0202020420","e0h0l0t0","---0-0--------","00","-------00-----","----0000------","0","2","0","2","0","2","0","4","2","0"
"5004","10","forall NODE1,NODE0. ep_epoch3(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","13","---0----------00-------000--------0000------","11","566","4","0102030420","0102030420","e0h0l0t0","---0----------","00","-------000----","----0000------","0","1","0","2","0","3","0","4","2","0"
"5005","10","forall NODE1,NODE0. ep_epoch3(NODE0) | held(NODE0) | held(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE0) | locked_epoch5(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","13","---0----------00-------00-0-------0000------","11","566","4","0102030420","0102030420","e0h0l0t0","---0----------","00","-------00-0---","----0000------","0","1","0","2","0","3","0","4","2","0"
"5006","3","exists NODE0. held(NODE0) | locked_epoch4(NODE0) | transfer_epoch2(NODE0) | transfer_epoch3(NODE0) | transfer_epoch4(NODE0)","6","--------------00--------00--------000000----","5","37","1","h0l0t0","0002020601","h0l0t0","--------------","00","--------00----","----000000----","0","0","0","2","0","2","0","6","0","1"
"5007","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","1--------------0-----1--------------00000000","12","710","2","1001100820","1001100820","e1h0l1t0","1-------------","-0","-----1--------","------00000000","1","0","0","1","1","0","0","8","2","0"
"5008","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","1-------0------0--------------------00000000","12","712","6","1101000820","1101000820","e1e0h0t0","1-------0-----","-0","--------------","------00000000","1","1","0","1","0","0","0","8","2","0"
"5009","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","1--------0-----0------------------00--000000","12","712","6","1101000820","1101000820","e1e0h0t0","1--------0----","-0","--------------","----00--000000","1","1","0","1","0","0","0","8","2","0"
"5010","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch3(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","1---------0----0------------------0000--0000","12","712","6","1101000820","1101000820","e1e0h0t0","1---------0---","-0","--------------","----0000--0000","1","1","0","1","0","0","0","8","2","0"
"5011","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch4(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","1----------0---0------------------000000--00","12","712","6","1101000820","1101000820","e1e0h0t0","1----------0--","-0","--------------","----000000--00","1","1","0","1","0","0","0","8","2","0"
"5012","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch5(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","14","1-----------0--0------------------00000000--","12","712","6","1101000820","1101000820","e1e0h0t0","1-----------0-","-0","--------------","----00000000--","1","1","0","1","0","0","0","8","2","0"
"5013","11","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","14","1--------------0-----------0------00000000--","12","709","1","1001010820","1001010820","e1h0l0t0","1-------------","-0","-----------0--","----00000000--","1","0","0","1","0","1","0","8","2","0"
"5014","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-1-------------0-----1--------------00000000","12","710","2","1001100820","1001100820","e1h0l1t0","-1------------","-0","-----1--------","------00000000","1","0","0","1","1","0","0","8","2","0"
"5015","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-1-----0-------0--------------------00000000","12","712","6","1101000820","1101000820","e1e0h0t0","-1-----0------","-0","--------------","------00000000","1","1","0","1","0","0","0","8","2","0"
"5016","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-1-------00---00------------------00----0000","12","718","6","1202000620","1202000620","e1e0h0t0","-1-------00---","00","--------------","----00----0000","1","2","0","2","0","0","0","6","2","0"
"5017","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-1-------0-0--00------------------00--00--00","12","718","6","1202000620","1202000620","e1e0h0t0","-1-------0-0--","00","--------------","----00--00--00","1","2","0","2","0","0","0","6","2","0"
"5018","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","14","-1-------0--0-00------------------00--0000--","12","718","6","1202000620","1202000620","e1e0h0t0","-1-------0--0-","00","--------------","----00--0000--","1","2","0","2","0","0","0","6","2","0"
"5019","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | held(NODE1) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","14","-1-------0----00-----------0------00--0000--","12","713","3","1102010620","1102010620","e1e0h0l0t0","-1-------0----","00","-----------0--","----00--0000--","1","1","0","2","0","1","0","6","2","0"
"5020","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-1--------00--00------------------0000----00","12","718","6","1202000620","1202000620","e1e0h0t0","-1--------00--","00","--------------","----0000----00","1","2","0","2","0","0","0","6","2","0"
"5021","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","14","-1--------0-0-00------------------0000--00--","12","718","6","1202000620","1202000620","e1e0h0t0","-1--------0-0-","00","--------------","----0000--00--","1","2","0","2","0","0","0","6","2","0"
"5022","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","14","-1--------0---00-----------0------0000--00--","12","713","3","1102010620","1102010620","e1e0h0l0t0","-1--------0---","00","-----------0--","----0000--00--","1","1","0","2","0","1","0","6","2","0"
"5023","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","14","-1---------00-00------------------000000----","12","718","6","1202000620","1202000620","e1e0h0t0","-1---------00-","00","--------------","----000000----","1","2","0","2","0","0","0","6","2","0"
"5024","11","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch4(NODE1) | held(NODE0) | held(NODE1) | locked_epoch5(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","14","-1---------0--00-----------0------000000----","12","713","3","1102010620","1102010620","e1e0h0l0t0","-1---------0--","00","-----------0--","----000000----","1","1","0","2","0","1","0","6","2","0"
"5025","11","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","--1-----------00--------------------00000000","12","711","1","1002000820","1002000820","e1h0t0","--1-----------","00","--------------","------00000000","1","0","0","2","0","0","0","8","2","0"
"5026","11","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE0) | ep_epoch6(NODE0) | held(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-----0000------0----1-1-----------------0000","12","683","1","0401200420","0401200420","e0h0l1t0","-----0000-----","-0","----1-1-------","----------0000","0","4","0","1","2","0","0","4","2","0"
"5027","11","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE0) | held(NODE1) | locked_epoch6(NODE0) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","-----0-00------0----1-1-----0-----------0000","12","674","2","0301210420","0301210420","e0h0l1l0t0","-----0-00-----","-0","----1-1-----0-","----------0000","0","3","0","1","2","1","0","4","2","0"
"5028","11","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch6(NODE0) | held(NODE1) | locked_epoch5(NODE0) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | transfer_epoch6(NODE0) | transfer_epoch6(NODE1) | NODE0 = NODE1","14","------000------0----1-1---0-------------0000","12","674","2","0301210420","0301210420","e0h0l1l0t0","------000-----","-0","----1-1---0---","----------0000","0","3","0","1","2","1","0","4","2","0"
