"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"192","2","exists NODE0. held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch3(NODE0)","4","--------00------------0000","3","16","1","h0t0","0002000401","h0t0","--------","00","--------","----0000","0","0","0","2","0","0","0","4","0","1"
"193","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0-000----0--------------00","8","100","4","0401000220","0401000220","e0h0t0","0-000---","-0","--------","------00","0","4","0","1","0","0","0","2","2","0"
"194","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0-0-0----0------0-------00","8","99","8","0301010220","0301010220","e0h0l0t0","0-0-0---","-0","------0-","------00","0","3","0","1","0","1","0","2","2","0"
"195","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0--00----0----0---------00","8","99","8","0301010220","0301010220","e0h0l0t0","0--00---","-0","----0---","------00","0","3","0","1","0","1","0","2","2","0"
"196","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | held(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0---0---0------0-0------00","8","98","4","0201020220","0201020220","e0h0l0t0","0---0---","0-","-----0-0","------00","0","2","0","1","0","2","0","2","2","0"
"197","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-0---000-------------00--","8","100","4","0401000220","0401000220","e0h0t0","0-0---00","0-","--------","----00--","0","4","0","1","0","0","0","2","2","0"
"198","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-0---0-0--------0----00--","8","99","8","0301010220","0301010220","e0h0l0t0","0-0---0-","0-","-------0","----00--","0","3","0","1","0","1","0","2","2","0"
"199","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-----000-----0-------00--","8","99","8","0301010220","0301010220","e0h0l0t0","0-----00","0-","----0---","----00--","0","3","0","1","0","1","0","2","2","0"
"200","7","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-----0-0-----0--0----00--","8","98","4","0201020220","0201020220","e0h0l0t0","0-----0-","0-","----0--0","----00--","0","2","0","1","0","2","0","2","2","0"
"201","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-000-0---0--------------00","8","100","4","0401000220","0401000220","e0h0t0","-000-0--","-0","--------","------00","0","4","0","1","0","0","0","2","2","0"
"202","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-00--0---0------0-------00","8","99","8","0301010220","0301010220","e0h0l0t0","-00--0--","-0","------0-","------00","0","3","0","1","0","1","0","2","2","0"
"203","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-0-0-0---0----0---------00","8","99","8","0301010220","0301010220","e0h0l0t0","-0-0-0--","-0","----0---","------00","0","3","0","1","0","1","0","2","2","0"
"204","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | held(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-0---0--0------0-0------00","8","98","4","0201020220","0201020220","e0h0l0t0","-0---0--","0-","-----0-0","------00","0","2","0","1","0","2","0","2","2","0"
"205","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-000--0--0------------00--","8","100","4","0401000220","0401000220","e0h0t0","-000--0-","-0","--------","----00--","0","4","0","1","0","0","0","2","2","0"
"206","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-00---0--0------0-----00--","8","99","8","0301010220","0301010220","e0h0l0t0","-00---0-","-0","------0-","----00--","0","3","0","1","0","1","0","2","2","0"
"207","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-000-----0-----0------00--","8","99","8","0301010220","0301010220","e0h0l0t0","-000----","-0","-----0--","----00--","0","3","0","1","0","1","0","2","2","0"
"208","7","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-00------0-----00-----00--","8","98","4","0201020220","0201020220","e0h0l0t0","-00-----","-0","-----00-","----00--","0","2","0","1","0","2","0","2","2","0"
"209","8","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0-----000-------------0000","9","107","2","0301000420","0301000420","e0h0t0","0-----00","0-","--------","----0000","0","3","0","1","0","0","0","4","2","0"
"210","8","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0-----0-0--------0----0000","9","106","4","0201010420","0201010420","e0h0l0t0","0-----0-","0-","-------0","----0000","0","2","0","1","0","1","0","4","2","0"
"211","8","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0------00------0------0000","9","106","4","0201010420","0201010420","e0h0l0t0","0------0","0-","-----0--","----0000","0","2","0","1","0","1","0","4","2","0"
"212","8","forall NODE1,NODE0. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0-------0------0-0----0000","9","104","2","0101020420","0101020420","e0h0l0t0","0-------","0-","-----0-0","----0000","0","1","0","1","0","2","0","4","2","0"
"213","8","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-000-----0------------0000","9","107","2","0301000420","0301000420","e0h0t0","-000----","-0","--------","----0000","0","3","0","1","0","0","0","4","2","0"
"214","8","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-00------0------0-----0000","9","106","4","0201010420","0201010420","e0h0l0t0","-00-----","-0","------0-","----0000","0","2","0","1","0","1","0","4","2","0"
"215","8","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch3(NODE0) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-0-0-----0----0-------0000","9","106","4","0201010420","0201010420","e0h0l0t0","-0-0----","-0","----0---","----0000","0","2","0","1","0","1","0","4","2","0"
"216","8","forall NODE1,NODE0. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-0-------0----0-0-----0000","9","104","2","0101020420","0101020420","e0h0l0t0","-0------","-0","----0-0-","----0000","0","1","0","1","0","2","0","4","2","0"
