"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Type","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"190","4","forall NODE0,NODE1. ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","--0-----00-----0------00--","7","38","F","24","0101010120","0101010120","e0h0l0t0","--0-----","00","-----0--","----00--","0","1","0","2","0","1","0","2","2","0"
"191","3","exists NODE0. held(NODE0) | locked_epoch2(NODE0) | transfer_epoch2(NODE0)","4","--------00----00------00--","3","10","E","1","h0l0t0","0001010101","h0l0t0","--------","00","----00--","----00--","0","0","0","2","0","2","0","2","0","1"
"192","2","exists NODE0. held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch3(NODE0)","4","--------00------------0000","3","8","E","1","h0t0","0001000101","h0t0","--------","00","--------","----0000","0","0","0","2","0","0","0","4","0","1"
"193","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0-000----0--------------00","8","37","F","8","0101000120","0101000120","e0h0t0","0-000---","-0","--------","------00","0","4","0","1","0","0","0","2","2","0"
"194","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0-0-0----0------0-------00","8","38","F","24","0101010120","0101010120","e0h0l0t0","0-0-0---","-0","------0-","------00","0","3","0","1","0","1","0","2","2","0"
"195","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE0) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0--00----0----0---------00","8","38","F","24","0101010120","0101010120","e0h0l0t0","0--00---","-0","----0---","------00","0","3","0","1","0","1","0","2","2","0"
"196","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","0---0---0------0-0------00","8","38","F","24","0101010120","0101010120","e0h0l0t0","0---0---","0-","-----0-0","------00","0","2","0","1","0","2","0","2","2","0"
"197","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-0---000-------------00--","8","37","F","8","0101000120","0101000120","e0h0t0","0-0---00","0-","--------","----00--","0","4","0","1","0","0","0","2","2","0"
"198","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-0---0-0--------0----00--","8","38","F","24","0101010120","0101010120","e0h0l0t0","0-0---0-","0-","-------0","----00--","0","3","0","1","0","1","0","2","2","0"
"199","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-----000-----0-------00--","8","38","F","24","0101010120","0101010120","e0h0l0t0","0-----00","0-","----0---","----00--","0","3","0","1","0","1","0","2","2","0"
"200","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","0-----0-0-----0--0----00--","8","38","F","24","0101010120","0101010120","e0h0l0t0","0-----0-","0-","----0--0","----00--","0","2","0","1","0","2","0","2","2","0"
"201","3","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-000-0---0--------------00","8","37","F","8","0101000120","0101000120","e0h0t0","-000-0--","-0","--------","------00","0","4","0","1","0","0","0","2","2","0"
"202","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-00--0---0------0-------00","8","38","F","24","0101010120","0101010120","e0h0l0t0","-00--0--","-0","------0-","------00","0","3","0","1","0","1","0","2","2","0"
"203","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-0-0-0---0----0---------00","8","38","F","24","0101010120","0101010120","e0h0l0t0","-0-0-0--","-0","----0---","------00","0","3","0","1","0","1","0","2","2","0"
"204","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | held(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","-0---0--0------0-0------00","8","38","F","24","0101010120","0101010120","e0h0l0t0","-0---0--","0-","-----0-0","------00","0","2","0","1","0","2","0","2","2","0"
"205","3","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-000--0--0------------00--","8","37","F","8","0101000120","0101000120","e0h0t0","-000--0-","-0","--------","----00--","0","4","0","1","0","0","0","2","2","0"
"206","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-00---0--0------0-----00--","8","38","F","24","0101010120","0101010120","e0h0l0t0","-00---0-","-0","------0-","----00--","0","3","0","1","0","1","0","2","2","0"
"207","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-000-----0-----0------00--","8","38","F","24","0101010120","0101010120","e0h0l0t0","-000----","-0","-----0--","----00--","0","3","0","1","0","1","0","2","2","0"
"208","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-00------0-----00-----00--","8","38","F","24","0101010120","0101010120","e0h0l0t0","-00-----","-0","-----00-","----00--","0","2","0","1","0","2","0","2","2","0"
"209","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0-----000-------------0000","9","37","F","8","0101000120","0101000120","e0h0t0","0-----00","0-","--------","----0000","0","3","0","1","0","0","0","4","2","0"
"210","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0-----0-0--------0----0000","9","38","F","24","0101010120","0101010120","e0h0l0t0","0-----0-","0-","-------0","----0000","0","2","0","1","0","1","0","4","2","0"
"211","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0------00------0------0000","9","38","F","24","0101010120","0101010120","e0h0l0t0","0------0","0-","-----0--","----0000","0","2","0","1","0","1","0","4","2","0"
"212","4","forall NODE0,NODE1. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","0-------0------0-0----0000","9","38","F","24","0101010120","0101010120","e0h0l0t0","0-------","0-","-----0-0","----0000","0","1","0","1","0","2","0","4","2","0"
"213","3","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-000-----0------------0000","9","37","F","8","0101000120","0101000120","e0h0t0","-000----","-0","--------","----0000","0","3","0","1","0","0","0","4","2","0"
"214","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-00------0------0-----0000","9","38","F","24","0101010120","0101010120","e0h0l0t0","-00-----","-0","------0-","----0000","0","2","0","1","0","1","0","4","2","0"
"215","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch3(NODE0) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-0-0-----0----0-------0000","9","38","F","24","0101010120","0101010120","e0h0l0t0","-0-0----","-0","----0---","----0000","0","2","0","1","0","1","0","4","2","0"
"216","4","forall NODE0,NODE1. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","11","-0-------0----0-0-----0000","9","38","F","24","0101010120","0101010120","e0h0l0t0","-0------","-0","----0-0-","----0000","0","1","0","1","0","2","0","4","2","0"
