"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Type","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"401","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch4(NODE1) | held(NODE0) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","--0------00-----1-------------00","7","61","F","8","0101100120","0101100120","e0h0l1t0","--0------0","0-","----1-----","--------00","0","2","0","1","1","0","0","2","2","0"
"402","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","--0-------00----1-------------00","7","61","F","8","0101100120","0101100120","e0h0l1t0","--0-------","00","----1-----","--------00","0","1","0","2","1","0","0","2","2","0"
"403","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch4(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","--0-------0-----1----0--------00","7","81","F","9","0101110120","0101110120","e0h0l1l0t0","--0-------","0-","----1----0","--------00","0","1","0","1","1","1","0","2","2","0"
"404","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","---0------0-----1--0--------00--","7","81","F","9","0101110120","0101110120","e0h0l1l0t0","---0------","0-","----1--0--","------00--","0","1","0","1","1","1","0","2","2","0"
"405","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","----------0-----1-00--------00--","7","63","F","3","0001110120","0001110120","h0l1l0t0","----------","0-","----1-00--","------00--","0","0","0","1","1","2","0","2","2","0"
"406","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch3(NODE0)","4","00---00-----------00------------","3","7","E","9","e0l0","0100010001","e0l0","00---00---","--","------00--","----------","0","4","0","0","0","2","0","0","0","1"
"407","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","0-0--0-0----------00------------","3","7","E","9","e0l0","0100010001","e0l0","0-0--0-0--","--","------00--","----------","0","4","0","0","0","2","0","0","0","1"
"408","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","0-0000-----------0--------------","7","33","F","35","0100010020","0100010020","e0l0","0-0000----","--","-----0----","----------","0","5","0","0","0","1","0","0","2","0"
"409","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","0-00-0----0------0--------------","7","34","F","14","0101010020","0101010020","e0h0l0","0-00-0----","0-","-----0----","----------","0","4","0","1","0","1","0","0","2","0"
"410","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","9","0-00-0-----------0--0-----------","7","33","F","35","0100010020","0100010020","e0l0","0-00-0----","--","-----0--0-","----------","0","4","0","0","0","2","0","0","2","0"
"411","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","0-0--0--0--------00-------------","7","33","F","35","0100010020","0100010020","e0l0","0-0--0--0-","--","-----00---","----------","0","4","0","0","0","2","0","0","2","0"
"412","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","0-0-00-----------00-------------","7","33","F","35","0100010020","0100010020","e0l0","0-0-00----","--","-----00---","----------","0","4","0","0","0","2","0","0","2","0"
"413","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","0-0--0----0------00-------------","7","34","F","14","0101010020","0101010020","e0h0l0","0-0--0----","0-","-----00---","----------","0","3","0","1","0","2","0","0","2","0"
"414","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","0-0--0-----------000------------","7","33","F","35","0100010020","0100010020","e0l0","0-0--0----","--","-----000--","----------","0","3","0","0","0","3","0","0","2","0"
"415","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","9","0-0--0-----------00-0-----------","7","33","F","35","0100010020","0100010020","e0l0","0-0--0----","--","-----00-0-","----------","0","3","0","0","0","3","0","0","2","0"
"416","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","00-0---00-------0---------------","7","33","F","35","0100010020","0100010020","e0l0","00-0---00-","--","----0-----","----------","0","5","0","0","0","1","0","0","2","0"
"417","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","00-0---0--------0--0------------","7","33","F","35","0100010020","0100010020","e0l0","00-0---0--","--","----0--0--","----------","0","4","0","0","0","2","0","0","2","0"
"418","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","00-----000------0---------------","7","33","F","35","0100010020","0100010020","e0l0","00-----000","--","----0-----","----------","0","5","0","0","0","1","0","0","2","0"
"419","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","00-----00--0----0---------------","7","34","F","14","0101010020","0101010020","e0h0l0","00-----00-","-0","----0-----","----------","0","4","0","1","0","1","0","0","2","0"
"420","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","9","00-----00-------0----0----------","7","33","F","35","0100010020","0100010020","e0l0","00-----00-","--","----0----0","----------","0","4","0","0","0","2","0","0","2","0"
"421","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE0) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","00--0--0-0------0---------------","7","33","F","35","0100010020","0100010020","e0l0","00--0--0-0","--","----0-----","----------","0","5","0","0","0","1","0","0","2","0"
"422","3","forall NODE1,NODE0,NODE2,NODE3. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE2) | held(NODE3) | locked_epoch2(NODE0) | ((NODE0 ~= NODE2 | NODE1 ~= NODE3 | NODE0 = NODE1) & (NODE0 ~= NODE3 | NODE1 ~= NODE2 | NODE0 = NODE1))","16","00--0--0---0----0---------------","12","82","F","2","0101010040","0101010040","e0h0l0","00--0--0--","-0","----0-----","----------","0","4","0","1","0","1","0","0","4","0"
"423","2","forall NODE1,NODE0,NODE2,NODE3. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE2) | locked_epoch2(NODE0) | locked_epoch4(NODE3) | ((NODE0 ~= NODE2 | NODE1 ~= NODE3 | NODE0 = NODE1) & (NODE0 ~= NODE3 | NODE1 ~= NODE2 | NODE0 = NODE1))","16","00--0--0--------0----0----------","12","83","F","1","0100010040","0100010040","e0l0","00--0--0--","--","----0----0","----------","0","4","0","0","0","2","0","0","4","0"
"424","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","00-----0-0------0--0------------","7","33","F","35","0100010020","0100010020","e0l0","00-----0-0","--","----0--0--","----------","0","4","0","0","0","2","0","0","2","0"
"425","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","00-----0--00----0---------------","7","34","F","14","0101010020","0101010020","e0h0l0","00-----0--","00","----0-----","----------","0","3","0","2","0","1","0","0","2","0"
"426","3","forall NODE1,NODE0,NODE2,NODE3. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE2) | locked_epoch2(NODE0) | locked_epoch4(NODE3) | ((NODE0 ~= NODE3 | NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE2 | NODE1 ~= NODE3 | NODE0 = NODE1))","16","00-----0--0-----0----0----------","12","82","F","2","0101010040","0101010040","e0h0l0","00-----0--","0-","----0----0","----------","0","3","0","1","0","2","0","0","4","0"
"427","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","00-----0---0----0--0------------","7","34","F","14","0101010020","0101010020","e0h0l0","00-----0--","-0","----0--0--","----------","0","3","0","1","0","2","0","0","2","0"
"428","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","9","00-----0--------0--0-0----------","7","33","F","35","0100010020","0100010020","e0l0","00-----0--","--","----0--0-0","----------","0","3","0","0","0","3","0","0","2","0"
"429","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","9","00-----0--------0---00----------","7","33","F","35","0100010020","0100010020","e0l0","00-----0--","--","----0---00","----------","0","3","0","0","0","3","0","0","2","0"
"430","4","forall NODE1,NODE0. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","0---------0-----00--------00----","7","38","F","145","0101010120","0101010120","e0h0l0t0","0---------","0-","----00----","----00----","0","1","0","1","0","2","0","2","2","0"
"431","2","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","-00---00----------00------------","3","7","E","9","e0l0","0100010001","e0l0","-00---00--","--","------00--","----------","0","4","0","0","0","2","0","0","0","1"
"432","2","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","-0000-0----------0--------------","7","33","F","35","0100010020","0100010020","e0l0","-0000-0---","--","-----0----","----------","0","5","0","0","0","1","0","0","2","0"
"433","3","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","9","-000--0---0------0--------------","7","34","F","14","0101010020","0101010020","e0h0l0","-000--0---","0-","-----0----","----------","0","4","0","1","0","1","0","0","2","0"
"434","2","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","9","-000--0----------0--0-----------","7","33","F","35","0100010020","0100010020","e0l0","-000--0---","--","-----0--0-","----------","0","4","0","0","0","2","0","0","2","0"
"435","2","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","-00---0-0--------00-------------","7","33","F","35","0100010020","0100010020","e0l0","-00---0-0-","--","-----00---","----------","0","4","0","0","0","2","0","0","2","0"
"436","2","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch4(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","-00-0-0----------00-------------","7","33","F","35","0100010020","0100010020","e0l0","-00-0-0---","--","-----00---","----------","0","4","0","0","0","2","0","0","2","0"
"437","3","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","-00---0---0------00-------------","7","34","F","14","0101010020","0101010020","e0h0l0","-00---0---","0-","-----00---","----------","0","3","0","1","0","2","0","0","2","0"
"438","2","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","-00---0----------000------------","7","33","F","35","0100010020","0100010020","e0l0","-00---0---","--","-----000--","----------","0","3","0","0","0","3","0","0","2","0"
"439","2","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE0) | NODE0 = NODE1","9","-00---0----------00-0-----------","7","33","F","35","0100010020","0100010020","e0l0","-00---0---","--","-----00-0-","----------","0","3","0","0","0","3","0","0","2","0"
"440","4","forall NODE1,NODE0. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-0---------0----00--------00----","7","38","F","145","0101010120","0101010120","e0h0l0t0","-0--------","-0","----00----","----00----","0","1","0","1","0","2","0","2","2","0"
"441","3","exists NODE0. held(NODE0) | locked_epoch2(NODE0) | transfer_epoch2(NODE0)","4","----------00----00--------00----","3","10","E","2","h0l0t0","0001010101","h0l0t0","----------","00","----00----","----00----","0","0","0","2","0","2","0","2","0","1"
"442","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","1----------0-----1----------0000","8","60","F","5","1001100120","1001100120","e1h0l1t0","1---------","-0","-----1----","------0000","1","0","0","1","1","0","0","4","2","0"
"443","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","1-----0----0----------------0000","8","35","F","17","1101000120","1101000120","e1e0h0t0","1-----0---","-0","----------","------0000","1","1","0","1","0","0","0","4","2","0"
"444","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","1------0---0--------------00--00","8","35","F","17","1101000120","1101000120","e1e0h0t0","1------0--","-0","----------","----00--00","1","1","0","1","0","0","0","4","2","0"
"445","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch3(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","1-------0--0--------------0000--","8","35","F","17","1101000120","1101000120","e1e0h0t0","1-------0-","-0","----------","----0000--","1","1","0","1","0","0","0","4","2","0"
"446","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","1----------0-------0------0000--","8","36","F","6","1001010120","1001010120","e1h0l0t0","1---------","-0","-------0--","----0000--","1","0","0","1","0","1","0","4","2","0"
"447","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","-1---------0-----1----------0000","8","60","F","5","1001100120","1001100120","e1h0l1t0","-1--------","-0","-----1----","------0000","1","0","0","1","1","0","0","4","2","0"
"448","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","-1---0-----0----------------0000","8","35","F","17","1101000120","1101000120","e1e0h0t0","-1---0----","-0","----------","------0000","1","1","0","1","0","0","0","4","2","0"
"449","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-1-----0000---------------00----","8","35","F","17","1101000120","1101000120","e1e0h0t0","-1-----000","0-","----------","----00----","1","3","0","1","0","0","0","2","2","0"
"450","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-1-----00-00--------------00----","8","35","F","17","1101000120","1101000120","e1e0h0t0","-1-----00-","00","----------","----00----","1","2","0","2","0","0","0","2","2","0"
"451","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch4(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","10","-1-----00-0----------0----00----","8","64","F","6","1101010120","1101010120","e1e0h0l0t0","-1-----00-","0-","---------0","----00----","1","2","0","1","0","1","0","2","2","0"
"452","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","--1-------00----------------0000","8","31","F","9","1001000120","1001000120","e1h0t0","--1-------","00","----------","------0000","1","0","0","2","0","0","0","4","2","0"
"453","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE0) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","----000----0----1-------------00","8","61","F","8","0101100120","0101100120","e0h0l1t0","----000---","-0","----1-----","--------00","0","3","0","1","1","0","0","2","2","0"
"454","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","-----00---00----1-------------00","8","61","F","8","0101100120","0101100120","e0h0l1t0","-----00---","00","----1-----","--------00","0","2","0","2","1","0","0","2","2","0"
"455","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | locked_epoch4(NODE0) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","-----00----0----1---0---------00","8","81","F","9","0101110120","0101110120","e0h0l1l0t0","-----00---","-0","----1---0-","--------00","0","2","0","1","1","1","0","2","2","0"
"456","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","---0----000-----1-----------00--","8","61","F","8","0101100120","0101100120","e0h0l1t0","---0----00","0-","----1-----","------00--","0","3","0","1","1","0","0","2","2","0"
"457","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE0) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","---0----0-00----1-----------00--","8","61","F","8","0101100120","0101100120","e0h0l1t0","---0----0-","00","----1-----","------00--","0","2","0","2","1","0","0","2","2","0"
"458","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE0) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch4(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","---0----0-0-----1----0------00--","8","81","F","9","0101110120","0101110120","e0h0l1l0t0","---0----0-","0-","----1----0","------00--","0","2","0","1","1","1","0","2","2","0"
"459","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE0) | locked_epoch3(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","--------000-----1-0---------00--","8","81","F","9","0101110120","0101110120","e0h0l1l0t0","--------00","0-","----1-0---","------00--","0","2","0","1","1","1","0","2","2","0"
"460","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | held(NODE1) | locked_epoch3(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","--------0-00----1-0---------00--","8","81","F","9","0101110120","0101110120","e0h0l1l0t0","--------0-","00","----1-0---","------00--","0","1","0","2","1","1","0","2","2","0"
"461","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | locked_epoch3(NODE0) | locked_epoch4(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","10","--------0-0-----1-0--0------00--","8","81","F","9","0101110120","0101110120","e0h0l1l0t0","--------0-","0-","----1-0--0","------00--","0","1","0","1","1","2","0","2","2","0"
"462","3","forall NODE1,NODE0. ~locked_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","----------00----1-----------0000","8","62","F","2","0001100120","0001100120","h0l1t0","----------","00","----1-----","------0000","0","0","0","2","1","0","0","4","2","0"
"463","2","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | NODE0 = NODE1","10","000--000----------------------1-","8","27","F","9","0100001020","0100001020","e0t1","000--000--","--","----------","--------1-","0","6","0","0","0","0","1","0","2","0"
"464","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","10","00-0000------------0------------","8","33","F","35","0100010020","0100010020","e0l0","00-0000---","--","-------0--","----------","0","6","0","0","0","1","0","0","2","0"
"465","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","10","00-0-00---0--------0------------","8","34","F","14","0101010020","0101010020","e0h0l0","00-0-00---","0-","-------0--","----------","0","5","0","1","0","1","0","0","2","0"
"466","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","10","00-0-00------------00-----------","8","33","F","35","0100010020","0100010020","e0l0","00-0-00---","--","-------00-","----------","0","5","0","0","0","2","0","0","2","0"
"467","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","10","0-0000-0-----------0------------","8","33","F","35","0100010020","0100010020","e0l0","0-0000-0--","--","-------0--","----------","0","6","0","0","0","1","0","0","2","0"
"468","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","10","0-00-0-0--0--------0------------","8","34","F","14","0101010020","0101010020","e0h0l0","0-00-0-0--","0-","-------0--","----------","0","5","0","1","0","1","0","0","2","0"
"469","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","10","0-00-0-0-----------00-----------","8","33","F","35","0100010020","0100010020","e0l0","0-00-0-0--","--","-------00-","----------","0","5","0","0","0","2","0","0","2","0"
"470","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch4(NODE1) | held(NODE0) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","000------00-------------------00","8","37","F","21","0101000120","0101000120","e0h0t0","000------0","0-","----------","--------00","0","4","0","1","0","0","0","2","2","0"
"471","3","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","10","000-------00------------------00","8","37","F","21","0101000120","0101000120","e0h0t0","000-------","00","----------","--------00","0","3","0","2","0","0","0","2","2","0"
